Date,Time,Latitude,Longitude,Number_of_Casualties,Road_Surface_Conditions,Weather_Conditions,Light_Conditions,Speed_Limit
2012-01-28,01:32:19,51.57674556326434,-0.15659530032333047,1,Dry,Raining,Daylight,20
2012-01-28,14:49:11,51.4532277478906,0.13056408885730508,5,Dry,Snowing,Daylight,30
2012-01-28,17:01:07,51.647639627489895,0.07222570506174164,5,Dry,Other,Daylight,70
2012-01-29,13:25:54,51.52732766043117,0.18863591188813622,3,Frost / ice,Snowing,Darkness - lights lit,30
2012-01-29,00:42:37,51.47580311217902,-0.4923338498294755,5,Snow,Raining,Darkness - lights unlit,70
2012-01-29,10:39:20,51.32689625362081,0.27313545344367884,3,Dry,Raining,Darkness - lights unlit,70
2012-01-29,22:46:58,51.48587578737806,-0.2268701978980413,4,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2012-01-29,00:36:40,51.62829433632629,0.29231823687357184,4,Snow,Fine,Darkness - lights lit,60
2012-01-29,19:01:37,51.54581640728853,-0.29790443151858026,1,Flood (Over 3cm of water),Other,Daylight,70
2012-01-29,13:02:55,51.63286498149165,-0.12277088993740415,2,Flood (Over 3cm of water),Other,Daylight,20
2012-01-29,05:55:57,51.497604668239724,-0.21685785873975705,2,Dry,Fog,Daylight,40
2012-01-29,21:31:45,51.34738468203779,-0.2153914280045579,5,Snow,Raining,Darkness - lights lit,70
2012-01-30,00:47:49,51.30545593833435,0.1738256789985727,2,Wet / Damp,Fine,Daylight,40
2012-01-30,16:58:55,51.42128781868743,0.09713515178987098,4,Frost / ice,Snowing,Daylight,60
2012-01-30,13:55:08,51.57919618859912,0.2937211481840385,1,Wet / Damp,Fine,Darkness - lights lit,40
2012-01-30,10:41:07,51.61610396157668,-0.009188253825989978,4,Frost / ice,Raining,Darkness - lights unlit,60
2012-01-30,06:28:48,51.41830113384813,-0.12939471648439782,3,Snow,Fine,Daylight,30
2012-01-30,01:06:27,51.4982615683533,-0.4279409096424871,5,Dry,Raining,Darkness - lights unlit,30
2012-01-30,16:21:11,51.46844756177363,0.29724913561108546,5,Snow,Snowing,Daylight,60
2012-01-30,06:13:19,51.46420911374057,-0.05877547765417368,2,Wet / Damp,Snowing,Daylight,70
2012-01-30,12:50:14,51.39253948528006,0.06038197575211346,3,Flood (Over 3cm of water),Other,Daylight,50
2012-01-31,19:31:11,51.35454844201178,-0.17460609024695084,2,Frost / ice,Fog,Darkness - lights lit,50
2012-01-31,12:14:24,51.378675423292485,-0.06182743345661129,2,Frost / ice,Fine,Darkness - lights lit,20
2012-01-31,19:28:11,51.32213295486534,0.2540621855143098,2,Wet / Damp,Fog,Daylight,50
2012-01-31,11:20:18,51.379252296729426,-0.36686444965471776,3,Dry,Fine,Daylight,20
2012-01-31,12:38:45,51.30368035905015,-0.2661019325357963,2,Snow,Other,Darkness - lights lit,60
2012-01-31,05:30:30,51.550903360254395,-0.3783522177775741,5,Wet / Damp,Other,Darkness - lights lit,70
2012-01-31,04:50:29,51.426550162955074,0.13377272304381982,2,Snow,Snowing,Darkness - lights unlit,60
2012-01-31,01:54:53,51.689257884570765,-0.4503637916625364,3,Dry,Snowing,Darkness - lights lit,60
2012-01-31,22:11:49,51.377486820310516,-0.43469468011892937,3,Flood (Over 3cm of water),Snowing,Daylight,20
2012-01-31,13:08:53,51.43833142812384,-0.261204709770105,4,Snow,Fine,Darkness - lights lit,40
2012-02-01,00:57:16,51.44313646345661,-0.08864945526319096,2,Dry,Fog,Darkness - lights unlit,20
2012-02-01,20:38:10,51.30338059842498,-0.17498015955233076,3,Wet / Damp,Fog,Darkness - lights unlit,70
2012-02-01,21:10:13,51.63568318121578,-0.46414695146335416,2,Flood (Over 3cm of water),Snowing,Daylight,70
2012-02-01,01:38:15,51.31279778405773,0.26599324629676124,1,Flood (Over 3cm of water),Other,Darkness - lights lit,40
2012-02-01,05:28:58,51.6760719338917,0.262295616286467,5,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2012-02-01,08:32:26,51.65682974043745,-0.2765149414073921,5,Frost / ice,Other,Darkness - lights unlit,30
2012-02-01,13:42:57,51.514208766434386,0.08522049221486527,2,Dry,Snowing,Darkness - lights unlit,40
2012-02-01,13:26:44,51.51743822996452,-0.03713967089342096,5,Snow,Fine,Daylight,70
2012-02-01,15:00:45,51.56151116918247,-0.3100186439955007,5,Wet / Damp,Raining,Darkness - lights unlit,40
2012-02-02,11:03:10,51.45482000477396,-0.29026275860670764,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2012-02-02,01:33:20,51.55888891335914,-0.10707746055163958,5,Flood (Over 3cm of water),Snowing,Daylight,40
2012-02-02,11:19:24,51.31790735547539,-0.1646104468021119,5,Flood (Over 3cm of water),Snowing,Darkness - lights lit,40
2012-02-02,20:42:23,51.32161905093989,-0.2670165374149886,3,Dry,Fog,Darkness - lights lit,60
2012-02-02,12:41:54,51.482892167847815,0.14600927704411915,5,Wet / Damp,Raining,Darkness - lights unlit,20
2012-02-02,15:47:15,51.51984892044241,-0.11482966589009203,2,Dry,Fine,Daylight,40
2012-02-02,20:29:04,51.65512705613433,0.02387844991130228,5,Wet / Damp,Fog,Daylight,60
2012-02-02,15:41:31,51.34186425356316,-0.3485811998656996,2,Snow,Fine,Darkness - lights lit,40
2012-02-02,05:09:49,51.62905917087756,-0.0731938699868106,5,Frost / ice,Snowing,Daylight,50
2012-02-03,12:04:44,51.384018934916824,-0.24561916044270277,2,Wet / Damp,Fog,Daylight,40
2012-02-03,23:03:09,51.457633459404015,-0.07886911168409738,5,Dry,Fine,Daylight,40
2012-02-03,10:03:32,51.426640973930965,0.12466066672874254,2,Dry,Other,Daylight,60
2012-02-03,12:05:25,51.46006210914616,0.11513056807300937,5,Dry,Other,Darkness - lights unlit,40
2012-02-03,13:06:42,51.36019819922903,-0.21662345757257923,1,Frost / ice,Other,Darkness - lights lit,60
2012-02-03,09:03:55,51.50142802976142,0.0554216936637113,3,Wet / Damp,Fine,Darkness - lights lit,20
2012-02-03,17:33:28,51.620657035932545,0.25303196031542163,3,Wet / Damp,Other,Daylight,60
2012-02-03,09:23:48,51.47661360415156,0.000535463939925207,3,Wet / Damp,Snowing,Daylight,70
2012-02-03,05:11:51,51.49624543035928,-0.38127190129389027,3,Wet / Damp,Fine,Darkness - lights lit,20
2012-02-04,00:57:00,51.639507034112526,0.04376690342327616,1,Flood (Over 3cm of water),Snowing,Darkness - lights lit,70
2012-02-04,00:05:01,51.58242324585521,-0.41607649092055093,1,Flood (Over 3cm of water),Raining,Darkness - lights unlit,40
2012-02-04,12:33:56,51.49618176340791,0.19768832703442174,5,Dry,Fine,Daylight,20
2012-02-04,18:23:55,51.403078259275674,-0.08667160335844776,1,Flood (Over 3cm of water),Other,Darkness - lights lit,30
2012-02-04,15:04:00,51.653970698737986,-0.19188741095073636,3,Wet / Damp,Other,Darkness - lights unlit,70
2012-02-04,18:15:26,51.53080816067622,-0.4543947242802461,4,Wet / Damp,Raining,Darkness - lights unlit,30
2012-02-04,02:54:52,51.388459044044275,-0.1953730123263122,5,Flood (Over 3cm of water),Fog,Daylight,60
2012-02-04,01:41:42,51.407647901055206,0.2225653343326316,2,Snow,Raining,Darkness - lights unlit,50
2012-02-04,13:58:56,51.6212532355745,-0.48321360297095745,3,Dry,Other,Darkness - lights unlit,40
2012-02-05,23:41:54,51.31765822483498,-0.12028147377455606,3,Frost / ice,Other,Darkness - lights unlit,70
2012-02-05,07:24:01,51.69683687481153,0.2449264728884979,3,Dry,Fog,Darkness - lights unlit,30
2012-02-05,09:36:24,51.35214067188591,-0.18412720018798312,1,Dry,Raining,Darkness - lights unlit,50
2012-02-05,09:05:45,51.61842741015877,-0.15745945003027967,2,Dry,Snowing,Daylight,60
2012-02-05,06:24:53,51.457910126708676,-0.037151955840704076,5,Flood (Over 3cm of water),Raining,Daylight,20
2012-02-05,18:21:45,51.49688647331499,-0.1296501331382532,3,Dry,Snowing,Daylight,40
2012-02-05,14:24:45,51.65226023098583,-0.36511864700995805,2,Wet / Damp,Other,Daylight,70
2012-02-05,10:10:31,51.465164475835685,-0.4851555687441117,4,Dry,Other,Darkness - lights lit,20
2012-02-05,20:16:31,51.514997501469296,-0.012150673617038699,1,Wet / Damp,Raining,Daylight,40
2012-02-06,01:06:54,51.319719864963666,0.23664526960624976,3,Flood (Over 3cm of water),Other,Daylight,30
2012-02-06,03:04:53,51.30093898954698,-0.4149086935782675,2,Flood (Over 3cm of water),Fog,Daylight,50
2012-02-06,05:01:10,51.39791994920069,-0.33123782459779727,2,Dry,Fine,Darkness - lights unlit,60
2012-02-06,09:56:17,51.57223323716751,-0.2038164113400212,3,Wet / Damp,Snowing,Darkness - lights unlit,40
2012-02-06,15:49:18,51.348505957343654,0.14699378321689582,2,Wet / Damp,Other,Darkness - lights unlit,30
2012-02-06,22:47:54,51.34550478352182,-0.2845917468232179,2,Wet / Damp,Snowing,Daylight,70
2012-02-06,02:58:49,51.46438424321436,0.20564352342301484,5,Wet / Damp,Raining,Darkness - lights lit,60
2012-02-06,12:30:17,51.559134815443294,-0.4560337002799469,1,Frost / ice,Fog,Darkness - lights lit,40
2012-02-06,18:25:20,51.584828796899174,0.2527652970071479,5,Flood (Over 3cm of water),Snowing,Daylight,30
2012-02-07,07:42:31,51.371380269639346,-0.051402337700988066,1,Wet / Damp,Other,Darkness - lights lit,60
2012-02-07,21:41:09,51.331835258948814,0.027022142790163683,1,Frost / ice,Fine,Darkness - lights lit,20
2012-02-07,15:12:28,51.67615881357822,-0.20584838197091748,5,Frost / ice,Fog,Daylight,50
2012-02-07,01:36:41,51.40426655302484,0.1255954284088483,3,Flood (Over 3cm of water),Raining,Darkness - lights unlit,50
2012-02-07,05:19:50,51.64133859904349,-0.36674699993247517,2,Snow,Other,Darkness - lights lit,70
2012-02-07,13:48:09,51.64539658018513,-0.4608705397772104,4,Dry,Fog,Darkness - lights unlit,70
2012-02-07,14:09:53,51.60900903670502,-0.18358644551395426,5,Flood (Over 3cm of water),Other,Daylight,20
2012-02-07,08:13:12,51.36753344266103,0.18295657118483166,5,Snow,Raining,Darkness - lights unlit,50
2012-02-07,02:57:27,51.62872058370168,0.1039414693101558,3,Dry,Raining,Darkness - lights lit,50
2012-02-08,02:25:16,51.60770022369664,-0.08627522360883355,2,Dry,Fine,Darkness - lights unlit,40
2012-02-08,19:31:56,51.53868919604249,-0.04228980226771717,5,Dry,Fog,Darkness - lights unlit,30
2012-02-08,00:39:28,51.43488081406758,-0.39608573896099564,4,Frost / ice,Fine,Darkness - lights unlit,20
2012-02-08,21:32:55,51.40500344170662,0.17254520689406583,2,Wet / Damp,Fine,Daylight,70
2012-02-08,01:50:55,51.34875568483214,0.1295677463713576,5,Dry,Fine,Daylight,30
2012-02-08,19:27:11,51.503902826760346,0.025176315109554204,5,Wet / Damp,Snowing,Daylight,50
2012-02-08,21:13:49,51.53410435020394,-0.12704717093684925,1,Dry,Raining,Daylight,30
2012-02-08,15:29:26,51.44373559620632,0.27156741462361,1,Frost / ice,Fine,Darkness - lights unlit,60
2012-02-08,03:43:23,51.49014362707235,0.20322557750117687,5,Dry,Snowing,Darkness - lights lit,20
2012-02-08,08:54:57,51.44540578294771,0.015544394811694895,3,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,20
2012-02-09,21:50:57,51.55640242292828,-0.20255920182616965,1,Snow,Snowing,Darkness - lights unlit,20
2012-02-09,03:02:46,51.66050368311863,-0.005582177054790083,5,Dry,Fine,Darkness - lights unlit,40
2012-02-09,14:42:01,51.36556810481878,-0.03964725877546771,2,Snow,Snowing,Darkness - lights lit,30
2012-02-09,13:48:46,51.452563523961246,-0.18460640973206688,4,Snow,Fine,Darkness - lights lit,30
2012-02-09,13:58:20,51.35634744158034,-0.25466082264953915,1,Frost / ice,Fog,Darkness - lights lit,70
2012-02-09,06:17:57,51.54997750816313,-0.17439136621014206,5,Snow,Raining,Darkness - lights unlit,40
2012-02-09,15:26:49,51.59154820379544,-0.040870875173281696,1,Frost / ice,Other,Daylight,20
2012-02-09,15:44:21,51.67276509303898,-0.15749212423112446,2,Dry,Fine,Daylight,40
2012-02-09,08:37:04,51.41154877050438,-0.2891404094388929,3,Wet / Damp,Raining,Darkness - lights unlit,40
2012-02-10,19:31:53,51.680084482346174,0.10877065420864707,5,Frost / ice,Fine,Daylight,50
2012-02-10,14:43:26,51.32530506872827,-0.07482600323406963,2,Snow,Fog,Daylight,20
2012-02-10,04:15:38,51.54120554534584,-0.44585986941952005,4,Snow,Raining,Darkness - lights unlit,70
2012-02-10,18:53:47,51.32285308773733,-0.20534679549909957,5,Dry,Raining,Darkness - lights unlit,60
2012-02-10,22:15:35,51.65750967510478,0.2079307657695949,4,Frost / ice,Snowing,Daylight,70
2012-02-10,05:25:08,51.51192362282802,0.10418922495996163,3,Dry,Fine,Darkness - lights unlit,50
2012-02-10,00:50:51,51.56773934030512,-0.24140257284479433,5,Frost / ice,Fine,Daylight,20
2012-02-10,13:32:27,51.63262957036418,0.2505465216356073,5,Wet / Damp,Other,Darkness - lights lit,20
2012-02-10,15:00:21,51.360124248993586,-0.43871767331343187,2,Flood (Over 3cm of water),Snowing,Darkness - lights lit,20
2012-02-11,18:26:52,51.31543662477525,0.26898776311375117,1,Dry,Snowing,Darkness - lights unlit,30
2012-02-11,16:12:15,51.651552458365146,-0.30343592601225944,5,Snow,Other,Daylight,20
2012-02-11,15:36:19,51.42597329098357,-0.49272465575806457,3,Dry,Snowing,Darkness - lights lit,20
2012-02-11,08:54:53,51.351591563170864,-0.15295357078533856,5,Frost / ice,Snowing,Darkness - lights unlit,60
2012-02-11,19:21:18,51.487384494834835,-0.21282365625039307,5,Dry,Fog,Darkness - lights lit,20
2012-02-11,22:25:38,51.53932243027841,-0.06872879583456493,5,Wet / Damp,Raining,Darkness - lights lit,40
2012-02-11,11:02:14,51.312388241369,0.13741828845587634,5,Frost / ice,Other,Darkness - lights unlit,20
2012-02-11,20:10:15,51.40995826330283,0.17394464172035773,3,Snow,Fog,Darkness - lights lit,20
2012-02-11,20:25:23,51.31311994971075,-0.17901600031064652,2,Snow,Fog,Darkness - lights unlit,70
2012-02-12,04:43:39,51.4681341556782,-0.15612340503491984,1,Frost / ice,Fog,Darkness - lights unlit,20
2012-02-12,23:13:33,51.6580400116265,-0.38145781573642107,3,Wet / Damp,Snowing,Darkness - lights lit,30
2012-02-12,20:30:47,51.69306096459743,-0.4619619128950692,3,Dry,Other,Darkness - lights lit,50
2012-02-12,22:59:10,51.55481902140145,0.01297199218801981,4,Flood (Over 3cm of water),Snowing,Daylight,30
2012-02-12,22:07:14,51.36465507751384,-0.4484498995578462,1,Snow,Snowing,Darkness - lights lit,60
2012-02-12,07:50:51,51.662339755999724,0.08706409553716477,2,Wet / Damp,Fog,Daylight,70
2012-02-12,07:12:25,51.50649912928002,-0.06872788398220198,2,Wet / Damp,Fine,Darkness - lights unlit,70
2012-02-12,08:56:57,51.36149972484117,-0.3411336174191333,4,Wet / Damp,Other,Darkness - lights lit,60
2012-02-12,02:18:28,51.668690667780666,-0.06838164518988027,4,Dry,Other,Darkness - lights lit,40
2012-02-13,01:39:09,51.60298762028924,-0.3536018267183209,3,Wet / Damp,Fog,Darkness - lights unlit,40
2012-02-13,14:26:30,51.59268210908926,-0.14901023399167035,2,Wet / Damp,Fog,Darkness - lights lit,60
2012-02-13,00:19:10,51.583672281517764,0.13964825299378314,2,Frost / ice,Raining,Daylight,50
2012-02-13,20:45:40,51.38013592843858,-0.13046456527149003,2,Frost / ice,Fog,Darkness - lights lit,70
2012-02-13,18:30:17,51.38440267668301,-0.3810405453619614,3,Wet / Damp,Snowing,Daylight,50
2012-02-13,04:41:36,51.5753171993709,0.07906294545835613,2,Wet / Damp,Fog,Darkness - lights lit,60
2012-02-13,12:49:35,51.387889100044156,-0.35058526698399295,5,Frost / ice,Other,Darkness - lights lit,20
2012-02-13,02:10:05,51.47546867872122,0.09083989949608762,4,Dry,Fine,Darkness - lights unlit,30
2012-02-13,01:27:17,51.61280073023758,-0.11651816862733333,4,Frost / ice,Fine,Daylight,30
2012-02-14,05:34:16,51.61358100723914,-0.13700659272455873,4,Frost / ice,Snowing,Darkness - lights unlit,20
2012-02-14,12:39:03,51.481304709010345,0.1811480302859798,4,Frost / ice,Fine,Darkness - lights unlit,50
2012-02-14,15:42:36,51.6168759753101,0.06688281947253505,5,Frost / ice,Fog,Darkness - lights unlit,30
2012-02-14,00:55:43,51.635448718479225,-0.47367136243604857,1,Flood (Over 3cm of water),Fine,Daylight,30
2012-02-14,03:45:00,51.5619103005137,-0.26306054831871806,2,Snow,Fog,Darkness - lights unlit,40
2012-02-14,14:47:02,51.391370340923366,0.19673652867991898,4,Dry,Raining,Daylight,50
2012-02-14,08:09:35,51.40960471215422,-0.48533906516384107,2,Dry,Other,Daylight,60
2012-02-14,02:41:02,51.42593646216349,-0.06379724299042366,2,Wet / Damp,Snowing,Darkness - lights lit,60
2012-02-14,04:42:44,51.34672164309358,0.08226053533915512,5,Flood (Over 3cm of water),Raining,Daylight,20
2012-02-15,16:33:58,51.40926384814798,-0.002515131612339294,2,Wet / Damp,Fine,Daylight,30
2012-02-15,20:27:46,51.38380768972501,0.10842576168354912,4,Dry,Snowing,Darkness - lights lit,60
2012-02-15,23:37:47,51.48213149992344,0.08055347913179667,2,Dry,Fog,Darkness - lights unlit,20
2012-02-15,18:40:15,51.66337501914891,0.05362455612249073,5,Wet / Damp,Raining,Darkness - lights lit,40
2012-02-15,19:10:42,51.341792126701584,0.15723188874052174,4,Snow,Other,Darkness - lights lit,50
2012-02-15,03:41:24,51.58810716957896,0.0165525347596307,5,Wet / Damp,Other,Darkness - lights lit,30
2012-02-15,20:13:09,51.574913201765256,-0.17806520459441433,3,Snow,Raining,Daylight,30
2012-02-15,23:31:04,51.33830167946534,-0.12247271206832994,1,Snow,Raining,Darkness - lights lit,20
2012-02-15,17:03:09,51.669028961962326,0.07337982614516048,2,Frost / ice,Raining,Daylight,30
2012-02-15,02:37:15,51.52738888086273,0.20104482373343524,2,Dry,Fine,Daylight,50
2012-02-16,15:05:40,51.445490208454274,-0.2822249593281795,2,Frost / ice,Other,Daylight,60
2012-02-16,12:14:38,51.60261543339812,-0.22633856322314339,3,Dry,Other,Daylight,20
2012-02-16,21:53:52,51.402946183360655,0.2445915170899302,1,Frost / ice,Fine,Darkness - lights unlit,50
2012-02-16,14:14:53,51.57740393481853,-0.03719056607244364,5,Snow,Snowing,Daylight,30
2012-02-16,21:53:01,51.315884483028896,-0.3568305462919992,3,Frost / ice,Other,Daylight,60
2012-02-16,16:46:43,51.63576321504371,0.03095611112990626,3,Flood (Over 3cm of water),Snowing,Darkness - lights lit,50
2012-02-16,08:05:24,51.479268338808524,0.2926097244315038,4,Frost / ice,Snowing,Darkness - lights lit,60
2012-02-16,12:11:59,51.55467716574318,0.15876285157632009,3,Frost / ice,Snowing,Daylight,60
2012-02-16,09:47:27,51.388495127922674,0.09659290924112218,3,Frost / ice,Other,Darkness - lights unlit,20
2012-02-17,17:25:52,51.57082948506338,-0.3335626765869846,2,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2012-02-17,15:42:53,51.608896110357314,0.20091182774720584,4,Dry,Snowing,Darkness - lights lit,40
2012-02-17,16:25:01,51.48928527475376,-0.0793689251715628,5,Frost / ice,Fog,Darkness - lights unlit,40
2012-02-17,07:24:06,51.54709076962472,0.21143201765756459,1,Dry,Fine,Darkness - lights lit,40
2012-02-17,06:24:09,51.48253036952896,-0.23613773646009656,5,Wet / Damp,Fog,Darkness - lights unlit,50
2012-02-17,22:06:45,51.65763654770314,-0.4503591578916538,4,Snow,Fog,Darkness - lights unlit,40
2012-02-17,18:59:45,51.49914767220573,-0.11921922507220306,2,Wet / Damp,Raining,Darkness - lights unlit,70
2012-02-17,11:09:18,51.63672348361153,-0.2841299161456978,1,Flood (Over 3cm of water),Snowing,Darkness - lights lit,70
2012-02-17,18:10:17,51.620540823308104,0.07218343182103859,5,Flood (Over 3cm of water),Other,Darkness - lights lit,30
2012-02-18,06:28:09,51.46420192853934,0.26568524228482593,1,Dry,Raining,Daylight,40
2012-02-18,02:43:43,51.392033796742986,0.05277932092125115,1,Dry,Fog,Daylight,60
2012-02-18,16:42:40,51.462432853023905,0.20954714376736283,1,Frost / ice,Fine,Darkness - lights unlit,70
2012-02-18,11:39:35,51.63048695031009,-0.13758078911903487,3,Wet / Damp,Other,Darkness - lights unlit,60
2012-02-18,02:39:00,51.39105301432775,0.11731258975624137,4,Dry,Fine,Darkness - lights unlit,60
2012-02-18,04:32:44,51.5097745383431,0.1744347493373628,4,Dry,Fog,Darkness - lights lit,40
2012-02-18,01:16:51,51.6224386991843,0.06870050206683398,2,Dry,Fine,Darkness - lights unlit,30
2012-02-18,07:41:03,51.44139099005135,-0.09377817114434828,5,Snow,Raining,Daylight,30
2012-02-18,14:26:31,51.55688385480108,0.0006928876922944749,2,Dry,Fine,Darkness - lights unlit,40
2012-02-19,16:01:19,51.39825262961953,0.06040559654310429,5,Snow,Raining,Daylight,30
2012-02-19,08:36:17,51.34371177814726,-0.2975324774228585,1,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,70
2012-02-19,13:38:35,51.61775369003714,0.1476634087319879,5,Frost / ice,Other,Darkness - lights unlit,40
2012-02-19,16:54:50,51.33958744936348,0.2602596311738187,5,Wet / Damp,Fine,Darkness - lights unlit,30
